Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
8343,Agra,Samsabad,Potato,Local,FAQ,600,800,700,3-Dec-18
8344,Agra,Samsabad,Potato,Local,FAQ,600,800,700,1-Dec-18
8345,Agra,Samsabad,Potato,Local,FAQ,600,800,700,29-Nov-18
8346,Agra,Samsabad,Potato,Local,FAQ,600,800,700,28-Nov-18
8347,Agra,Samsabad,Potato,Local,FAQ,600,900,800,27-Nov-18
8348,Agra,Samsabad,Potato,Local,FAQ,600,900,800,26-Nov-18
8349,Agra,Samsabad,Potato,Local,FAQ,600,900,800,25-Nov-18
8350,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,24-Nov-18
8351,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,22-Nov-18
8352,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,21-Nov-18
8353,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,20-Nov-18
8354,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,19-Nov-18
8355,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,18-Nov-18
8356,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,17-Nov-18
8357,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,15-Nov-18
8358,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,14-Nov-18
8359,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,13-Nov-18
8360,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,12-Nov-18
8361,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,11-Nov-18
8362,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,10-Nov-18
8363,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,8-Nov-18
8364,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,7-Nov-18
8365,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,6-Nov-18
8366,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,5-Nov-18
8367,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,4-Nov-18
8368,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,3-Nov-18
8369,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,1-Nov-18
8370,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,31-Oct-18
8371,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,30-Oct-18
8372,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,29-Oct-18
8373,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,28-Oct-18
8374,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,27-Oct-18
8375,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,25-Oct-18
8376,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,24-Oct-18
8377,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,23-Oct-18
8378,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,22-Oct-18
8379,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,20-Oct-18
8380,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,18-Oct-18
8381,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,17-Oct-18
8382,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,16-Oct-18
8383,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,15-Oct-18
8384,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,14-Oct-18
8385,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,13-Oct-18
8386,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,11-Oct-18
8387,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,10-Oct-18
8388,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,9-Oct-18
8389,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,8-Oct-18
8390,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,7-Oct-18
8391,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,6-Oct-18
8392,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,4-Oct-18
8393,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,3-Oct-18
8394,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,2-Oct-18
8395,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,1-Oct-18
8396,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,30-Sep-18
8397,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,29-Sep-18
8398,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,27-Sep-18
8399,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,26-Sep-18
8400,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,25-Sep-18
8401,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,24-Sep-18
8402,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,23-Sep-18
8403,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,22-Sep-18
8404,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,20-Sep-18
8405,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,19-Sep-18
8406,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,18-Sep-18
8407,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,17-Sep-18
8408,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,16-Sep-18
8409,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,15-Sep-18
8410,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,13-Sep-18
8411,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,12-Sep-18
8412,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,11-Sep-18
8413,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,10-Sep-18
8414,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,9-Sep-18
8415,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,8-Sep-18
8416,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,6-Sep-18
8417,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,5-Sep-18
8418,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,4-Sep-18
8419,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,3-Sep-18
8420,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,2-Sep-18
8421,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,1-Sep-18
8422,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,30-Aug-18
8423,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,29-Aug-18
8424,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,28-Aug-18
8425,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,27-Aug-18
8426,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,26-Aug-18
8427,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,25-Aug-18
8428,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,23-Aug-18
8429,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,22-Aug-18
8430,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,21-Aug-18
8431,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,20-Aug-18
8432,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,19-Aug-18
8433,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,18-Aug-18
8434,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,17-Aug-18
8435,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,16-Aug-18
8436,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,15-Aug-18
8437,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,14-Aug-18
8438,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,13-Aug-18
8439,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,12-Aug-18
8440,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,11-Aug-18
8441,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,9-Aug-18
8442,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,8-Aug-18
8443,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,7-Aug-18
8444,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,6-Aug-18
8445,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,5-Aug-18
8446,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,4-Aug-18
8447,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,2-Aug-18
8448,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,1-Aug-18
8449,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,31-Jul-18
8450,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,30-Jul-18
8451,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,29-Jul-18
8452,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,28-Jul-18
8453,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,26-Jul-18
8454,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,25-Jul-18
8455,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,24-Jul-18
8456,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,23-Jul-18
8457,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,21-Jul-18
8458,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,19-Jul-18
8459,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,18-Jul-18
8460,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,17-Jul-18
8461,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,16-Jul-18
8462,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,15-Jul-18
8463,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,14-Jul-18
8464,Agra,Samsabad,Potato,Local,FAQ,990,1100,1000,12-Jul-18
8465,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,11-Jul-18
8466,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,10-Jul-18
8467,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,9-Jul-18
8468,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,8-Jul-18
8469,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,7-Jul-18
8470,Agra,Samsabad,Potato,Local,FAQ,990,1050,1000,28-Jun-18
8471,Agra,Samsabad,Potato,Local,FAQ,990,1050,1000,27-Jun-18
8472,Agra,Samsabad,Potato,Local,FAQ,990,1050,1000,26-Jun-18
8473,Agra,Samsabad,Potato,Local,FAQ,990,1050,1000,25-Jun-18
8474,Agra,Samsabad,Potato,Local,FAQ,990,1050,1000,24-Jun-18
8475,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,23-Jun-18
8476,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,21-Jun-18
8477,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,20-Jun-18
8478,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,19-Jun-18
8479,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,18-Jun-18
8480,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,17-Jun-18
8481,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,16-Jun-18
8482,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,14-Jun-18
8483,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,13-Jun-18
8484,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,12-Jun-18
8485,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,11-Jun-18
8486,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,10-Jun-18
8487,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,9-Jun-18
8488,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,7-Jun-18
8489,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,6-Jun-18
8490,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,5-Jun-18
8491,Agra,Samsabad,Potato,Local,FAQ,975,1050,1000,4-Jun-18
8492,Agra,Samsabad,Potato,Local,FAQ,975,1050,1000,3-Jun-18
8493,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,2-Jun-18
8494,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,31-May-18
8495,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,30-May-18
8496,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,29-May-18
8497,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,28-May-18
8498,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,27-May-18
8499,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,26-May-18
8500,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,24-May-18
8501,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,23-May-18
8502,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,22-May-18
8503,Agra,Samsabad,Potato,Local,FAQ,980,1050,1000,21-May-18
8504,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,20-May-18
8505,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,19-May-18
8506,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,17-May-18
8507,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,16-May-18
8508,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,15-May-18
8509,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,14-May-18
8510,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,13-May-18
8511,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,12-May-18
8512,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,10-May-18
8513,Agra,Samsabad,Potato,Local,FAQ,980,1100,1000,9-May-18
8514,Agra,Samsabad,Potato,Local,FAQ,975,1100,1000,8-May-18
8515,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,7-May-18
8516,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,6-May-18
8517,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,5-May-18
8518,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,3-May-18
8519,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,2-May-18
8520,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,1-May-18
8521,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,30-Apr-18
8522,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,29-Apr-18
8523,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,28-Apr-18
8524,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,26-Apr-18
8525,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,25-Apr-18
8526,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,24-Apr-18
8527,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,22-Apr-18
8528,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,21-Apr-18
8529,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,19-Apr-18
8530,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,18-Apr-18
8531,Agra,Samsabad,Potato,Local,FAQ,750,900,800,17-Apr-18
8532,Agra,Samsabad,Potato,Local,FAQ,750,900,800,16-Apr-18
8533,Agra,Samsabad,Potato,Local,FAQ,750,900,800,15-Apr-18
8534,Agra,Samsabad,Potato,Local,FAQ,750,900,800,14-Apr-18
8535,Agra,Samsabad,Potato,Local,FAQ,750,900,800,12-Apr-18
8536,Agra,Samsabad,Potato,Local,FAQ,750,900,800,11-Apr-18
8537,Agra,Samsabad,Potato,Local,FAQ,750,900,800,10-Apr-18
8538,Agra,Samsabad,Potato,Local,FAQ,750,900,800,9-Apr-18
8539,Agra,Samsabad,Potato,Local,FAQ,675,750,700,8-Apr-18
8540,Agra,Samsabad,Potato,Local,FAQ,675,750,700,7-Apr-18
8541,Agra,Samsabad,Potato,Local,FAQ,675,750,700,5-Apr-18
8542,Agra,Samsabad,Potato,Local,FAQ,675,750,700,4-Apr-18
8543,Agra,Samsabad,Potato,Local,FAQ,650,750,700,3-Apr-18
8544,Agra,Samsabad,Potato,Local,FAQ,650,750,700,2-Apr-18
8545,Agra,Samsabad,Potato,Local,FAQ,650,750,700,1-Apr-18
8546,Agra,Samsabad,Potato,Local,FAQ,650,750,700,31-Mar-18
8547,Agra,Samsabad,Potato,Local,FAQ,650,750,700,29-Mar-18
8548,Agra,Samsabad,Potato,Local,FAQ,650,750,700,28-Mar-18
8549,Agra,Samsabad,Potato,Local,FAQ,650,750,700,27-Mar-18
8550,Agra,Samsabad,Potato,Local,FAQ,650,750,700,26-Mar-18
8551,Agra,Samsabad,Potato,Local,FAQ,650,750,700,25-Mar-18
8552,Agra,Samsabad,Potato,Local,FAQ,650,750,700,24-Mar-18
8553,Agra,Samsabad,Potato,Local,FAQ,650,750,700,22-Mar-18
8554,Agra,Samsabad,Potato,Local,FAQ,650,750,700,21-Mar-18
8555,Agra,Samsabad,Potato,Local,FAQ,600,700,650,20-Mar-18
8556,Agra,Samsabad,Potato,Local,FAQ,600,700,650,19-Mar-18
8557,Agra,Samsabad,Potato,Local,FAQ,600,700,650,18-Mar-18
8558,Agra,Samsabad,Potato,Local,FAQ,600,700,650,17-Mar-18
8559,Agra,Samsabad,Potato,Local,FAQ,550,650,600,15-Mar-18
8560,Agra,Samsabad,Potato,Local,FAQ,550,650,600,14-Mar-18
8561,Agra,Samsabad,Potato,Local,FAQ,550,650,600,13-Mar-18
8562,Agra,Samsabad,Potato,Local,FAQ,550,650,600,12-Mar-18
8563,Agra,Samsabad,Potato,Local,FAQ,550,650,600,11-Mar-18
8564,Agra,Samsabad,Potato,Local,FAQ,550,650,600,10-Mar-18
8565,Agra,Samsabad,Potato,Local,FAQ,550,650,600,8-Mar-18
8566,Agra,Samsabad,Potato,Local,FAQ,550,650,600,7-Mar-18
8567,Agra,Samsabad,Potato,Local,FAQ,500,700,600,6-Mar-18
8568,Agra,Samsabad,Potato,Local,FAQ,500,700,600,5-Mar-18
8569,Agra,Samsabad,Potato,Local,FAQ,500,700,600,4-Mar-18
8570,Agra,Samsabad,Potato,Local,FAQ,560,700,600,3-Mar-18
8571,Agra,Samsabad,Potato,Local,FAQ,500,700,600,1-Mar-18
8572,Agra,Samsabad,Potato,Local,FAQ,400,500,450,28-Feb-18
8573,Agra,Samsabad,Potato,Local,FAQ,400,475,450,27-Feb-18
8574,Agra,Samsabad,Potato,Local,FAQ,400,475,450,26-Feb-18
8575,Agra,Samsabad,Potato,Local,FAQ,400,475,450,25-Feb-18
8576,Agra,Samsabad,Potato,Local,FAQ,400,475,450,24-Feb-18
8577,Agra,Samsabad,Potato,Local,FAQ,400,475,450,23-Feb-18
8578,Agra,Samsabad,Potato,Local,FAQ,450,475,450,22-Feb-18
8579,Agra,Samsabad,Potato,Local,FAQ,400,475,450,21-Feb-18
8580,Agra,Samsabad,Potato,Local,FAQ,400,450,425,20-Feb-18
8581,Agra,Samsabad,Potato,Local,FAQ,400,450,425,19-Feb-18
8582,Agra,Samsabad,Potato,Local,FAQ,400,450,425,18-Feb-18
8583,Agra,Samsabad,Potato,Local,FAQ,400,450,425,17-Feb-18
8584,Agra,Samsabad,Potato,Local,FAQ,400,450,425,15-Feb-18
8585,Agra,Samsabad,Potato,Local,FAQ,400,450,425,14-Feb-18
8586,Agra,Samsabad,Potato,Local,FAQ,400,450,425,13-Feb-18
8587,Agra,Samsabad,Potato,Local,FAQ,350,450,400,12-Feb-18
8588,Agra,Samsabad,Potato,Local,FAQ,350,450,400,11-Feb-18
8589,Agra,Samsabad,Potato,Local,FAQ,350,425,400,10-Feb-18
8590,Agra,Samsabad,Potato,Local,FAQ,350,425,400,8-Feb-18
8591,Agra,Samsabad,Potato,Local,FAQ,350,425,400,7-Feb-18
8592,Agra,Samsabad,Potato,Local,FAQ,350,410,400,6-Feb-18
8593,Agra,Samsabad,Potato,Local,FAQ,350,415,400,5-Feb-18
8594,Agra,Samsabad,Potato,Local,FAQ,350,415,400,4-Feb-18
8595,Agra,Samsabad,Potato,Local,FAQ,350,415,400,3-Feb-18
8596,Agra,Samsabad,Potato,Local,FAQ,350,415,400,1-Feb-18
8597,Agra,Samsabad,Potato,Local,FAQ,350,410,400,31-Jan-18
8598,Agra,Samsabad,Potato,Local,FAQ,350,410,400,30-Jan-18
8599,Agra,Samsabad,Potato,Local,FAQ,350,410,400,29-Jan-18
8600,Agra,Samsabad,Potato,Local,FAQ,350,410,400,28-Jan-18
8601,Agra,Samsabad,Potato,Local,FAQ,350,410,400,27-Jan-18
8602,Agra,Samsabad,Potato,Local,FAQ,350,400,380,25-Jan-18
8603,Agra,Samsabad,Potato,Local,FAQ,350,400,380,24-Jan-18
8604,Agra,Samsabad,Potato,Local,FAQ,350,400,380,23-Jan-18
8605,Agra,Samsabad,Potato,Local,FAQ,350,400,380,22-Jan-18
8606,Agra,Samsabad,Potato,Local,FAQ,325,400,380,21-Jan-18
8607,Agra,Samsabad,Potato,Local,FAQ,350,400,380,20-Jan-18
8608,Agra,Samsabad,Potato,Local,FAQ,350,400,380,18-Jan-18
8609,Agra,Samsabad,Potato,Local,FAQ,350,400,375,17-Jan-18
8610,Agra,Samsabad,Potato,Local,FAQ,350,400,375,16-Jan-18
8611,Agra,Samsabad,Potato,Local,FAQ,300,375,360,15-Jan-18
8612,Agra,Samsabad,Potato,Local,FAQ,300,375,350,14-Jan-18
8613,Agra,Samsabad,Potato,Local,FAQ,300,375,350,13-Jan-18
8614,Agra,Samsabad,Potato,Local,FAQ,300,375,350,11-Jan-18
8615,Agra,Samsabad,Potato,Local,FAQ,300,375,350,10-Jan-18
8616,Agra,Samsabad,Potato,Local,FAQ,350,375,350,9-Jan-18
8617,Agra,Samsabad,Potato,Local,FAQ,300,375,350,8-Jan-18
8618,Agra,Samsabad,Potato,Local,FAQ,300,375,350,7-Jan-18
8619,Agra,Samsabad,Potato,Local,FAQ,300,375,350,6-Jan-18
8620,Agra,Samsabad,Potato,Local,FAQ,300,360,350,5-Jan-18
8621,Agra,Samsabad,Potato,Local,FAQ,300,360,350,4-Jan-18
8622,Agra,Samsabad,Potato,Local,FAQ,300,360,350,3-Jan-18
8623,Agra,Samsabad,Potato,Local,FAQ,300,360,350,2-Jan-18
8624,Agra,Samsabad,Potato,Local,FAQ,300,360,350,1-Jan-18
8625,Agra,Samsabad,Potato,Local,FAQ,300,360,350,31-Dec-17
8626,Agra,Samsabad,Potato,Local,FAQ,300,375,350,30-Dec-17
8627,Agra,Samsabad,Potato,Local,FAQ,300,375,350,28-Dec-17
8628,Agra,Samsabad,Potato,Local,FAQ,300,375,350,27-Dec-17
8629,Agra,Samsabad,Potato,Local,FAQ,300,375,350,26-Dec-17
8630,Agra,Samsabad,Potato,Local,FAQ,300,375,350,25-Dec-17
8631,Agra,Samsabad,Potato,Local,FAQ,300,400,350,24-Dec-17
8632,Agra,Samsabad,Potato,Local,FAQ,300,375,350,23-Dec-17
8633,Agra,Samsabad,Potato,Local,FAQ,300,375,350,21-Dec-17
8634,Agra,Samsabad,Potato,Local,FAQ,300,350,340,20-Dec-17
8635,Agra,Samsabad,Potato,Local,FAQ,300,350,340,19-Dec-17
8636,Agra,Samsabad,Potato,Local,FAQ,300,350,340,18-Dec-17
8637,Agra,Samsabad,Potato,Local,FAQ,300,350,330,17-Dec-17
8638,Agra,Samsabad,Potato,Local,FAQ,300,350,330,16-Dec-17
8639,Agra,Samsabad,Potato,Local,FAQ,300,340,325,14-Dec-17
8640,Agra,Samsabad,Potato,Local,FAQ,300,330,320,13-Dec-17
8641,Agra,Samsabad,Potato,Local,FAQ,280,320,300,12-Dec-17
8642,Agra,Samsabad,Potato,Local,FAQ,280,315,300,11-Dec-17
8643,Agra,Samsabad,Potato,Local,FAQ,280,310,300,10-Dec-17
8644,Agra,Samsabad,Potato,Local,FAQ,280,320,300,9-Dec-17
8645,Agra,Samsabad,Potato,Local,FAQ,280,310,300,7-Dec-17
8646,Agra,Samsabad,Potato,Local,FAQ,280,310,300,6-Dec-17
8647,Agra,Samsabad,Potato,Local,FAQ,275,310,300,5-Dec-17
8648,Agra,Samsabad,Potato,Local,FAQ,280,310,300,4-Dec-17
8649,Agra,Samsabad,Potato,Local,FAQ,280,310,300,3-Dec-17
8650,Agra,Samsabad,Potato,Local,FAQ,280,310,300,2-Dec-17
8651,Agra,Samsabad,Potato,Local,FAQ,280,310,300,30-Nov-17
8652,Agra,Samsabad,Potato,Local,FAQ,275,310,300,29-Nov-17
8653,Agra,Samsabad,Potato,Local,FAQ,275,310,300,28-Nov-17
8654,Agra,Samsabad,Potato,Local,FAQ,275,310,300,27-Nov-17
8655,Agra,Samsabad,Potato,Local,FAQ,275,315,300,26-Nov-17
8656,Agra,Samsabad,Potato,Local,FAQ,275,315,300,25-Nov-17
8657,Agra,Samsabad,Potato,Local,FAQ,275,310,300,23-Nov-17
8658,Agra,Samsabad,Potato,Local,FAQ,275,310,300,22-Nov-17
8659,Agra,Samsabad,Potato,Local,FAQ,275,310,300,21-Nov-17
8660,Agra,Samsabad,Potato,Local,FAQ,275,310,300,20-Nov-17
8661,Agra,Samsabad,Potato,Local,FAQ,280,320,300,19-Nov-17
8662,Agra,Samsabad,Potato,Local,FAQ,280,315,300,18-Nov-17
8663,Agra,Samsabad,Potato,Local,FAQ,275,320,300,16-Nov-17
8664,Agra,Samsabad,Potato,Local,FAQ,280,320,300,15-Nov-17
8665,Agra,Samsabad,Potato,Local,FAQ,275,310,300,14-Nov-17
8666,Agra,Samsabad,Potato,Local,FAQ,275,310,300,13-Nov-17
8667,Agra,Samsabad,Potato,Local,FAQ,275,320,300,12-Nov-17
8668,Agra,Samsabad,Potato,Local,FAQ,275,315,300,11-Nov-17
8669,Agra,Samsabad,Potato,Local,FAQ,275,315,300,9-Nov-17
8670,Agra,Samsabad,Potato,Local,FAQ,275,315,300,8-Nov-17
8671,Agra,Samsabad,Potato,Local,FAQ,275,310,300,7-Nov-17
8672,Agra,Samsabad,Potato,Local,FAQ,275,310,300,6-Nov-17
8673,Agra,Samsabad,Potato,Local,FAQ,280,320,300,5-Nov-17
8674,Agra,Samsabad,Potato,Local,FAQ,275,310,300,4-Nov-17
8675,Agra,Samsabad,Potato,Local,FAQ,275,310,300,2-Nov-17
8676,Agra,Samsabad,Potato,Local,FAQ,280,310,300,1-Nov-17
8677,Agra,Samsabad,Potato,Local,FAQ,275,320,300,31-Oct-17
8678,Agra,Samsabad,Potato,Local,FAQ,275,320,300,30-Oct-17
8679,Agra,Samsabad,Potato,Local,FAQ,270,310,300,29-Oct-17
8680,Agra,Samsabad,Potato,Local,FAQ,275,310,300,28-Oct-17
8681,Agra,Samsabad,Potato,Local,FAQ,280,310,300,26-Oct-17
8682,Agra,Samsabad,Potato,Local,FAQ,280,310,300,25-Oct-17
8683,Agra,Samsabad,Potato,Local,FAQ,290,320,300,24-Oct-17
8684,Agra,Samsabad,Potato,Local,FAQ,280,320,300,23-Oct-17
8685,Agra,Samsabad,Potato,Local,FAQ,280,320,300,22-Oct-17
8686,Agra,Samsabad,Potato,Local,FAQ,280,320,300,21-Oct-17
8687,Agra,Samsabad,Potato,Local,FAQ,280,320,300,19-Oct-17
8688,Agra,Samsabad,Potato,Local,FAQ,270,320,300,18-Oct-17
8689,Agra,Samsabad,Potato,Local,FAQ,280,320,300,17-Oct-17
8690,Agra,Samsabad,Potato,Local,FAQ,280,310,300,16-Oct-17
8691,Agra,Samsabad,Potato,Local,FAQ,290,310,300,15-Oct-17
