Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
7988,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,23-Jan-20
7989,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,22-Jan-20
7990,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,21-Jan-20
7991,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,20-Jan-20
7992,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,19-Jan-20
7993,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,18-Jan-20
7994,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,16-Jan-20
7995,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,15-Jan-20
7996,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,14-Jan-20
7997,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,13-Jan-20
7998,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,12-Jan-20
7999,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,11-Jan-20
8000,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,9-Jan-20
8001,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,8-Jan-20
8002,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1100,7-Jan-20
8003,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,6-Jan-20
8004,Agra,Samsabad,Potato,Local,FAQ,1000,1200,1100,5-Jan-20
8005,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,4-Jan-20
8006,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,2-Jan-20
8007,Agra,Samsabad,Potato,Local,FAQ,1100,1300,1200,1-Jan-20
8008,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,31-Dec-19
8009,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,30-Dec-19
8010,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,29-Dec-19
8011,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,28-Dec-19
8012,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,26-Dec-19
8013,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,25-Dec-19
8014,Agra,Samsabad,Potato,Local,FAQ,1000,1300,1200,24-Dec-19
8015,Agra,Samsabad,Potato,Local,FAQ,1050,1300,1200,23-Dec-19
8016,Agra,Samsabad,Potato,Local,FAQ,1050,1300,1200,22-Dec-19
8017,Agra,Samsabad,Potato,Local,FAQ,1050,1300,1200,21-Dec-19
8018,Agra,Samsabad,Potato,Local,FAQ,1050,1300,1200,19-Dec-19
8019,Agra,Samsabad,Potato,Local,FAQ,950,1200,1100,18-Dec-19
8020,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,17-Dec-19
8021,Agra,Samsabad,Potato,Local,FAQ,950,1100,1000,16-Dec-19
8022,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,15-Dec-19
8023,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,14-Dec-19
8024,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,12-Dec-19
8025,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,11-Dec-19
8026,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,10-Dec-19
8027,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,9-Dec-19
8028,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,8-Dec-19
8029,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,7-Dec-19
8030,Agra,Samsabad,Potato,Local,FAQ,900,1100,1000,5-Dec-19
8031,Agra,Samsabad,Potato,Local,FAQ,900,1200,1000,4-Dec-19
8032,Agra,Samsabad,Potato,Local,FAQ,700,900,800,3-Dec-19
8033,Agra,Samsabad,Potato,Local,FAQ,600,800,700,2-Dec-19
8034,Agra,Samsabad,Potato,Local,FAQ,600,800,700,1-Dec-19
8035,Agra,Samsabad,Potato,Local,FAQ,600,800,700,30-Nov-19
8036,Agra,Samsabad,Potato,Local,FAQ,700,900,800,28-Nov-19
8037,Agra,Samsabad,Potato,Local,FAQ,700,900,800,27-Nov-19
8038,Agra,Samsabad,Potato,Local,FAQ,700,900,800,25-Nov-19
8039,Agra,Samsabad,Potato,Local,FAQ,700,900,800,24-Nov-19
8040,Agra,Samsabad,Potato,Local,FAQ,700,900,800,23-Nov-19
8041,Agra,Samsabad,Potato,Local,FAQ,700,900,800,21-Nov-19
8042,Agra,Samsabad,Potato,Local,FAQ,700,900,800,20-Nov-19
8043,Agra,Samsabad,Potato,Local,FAQ,700,900,800,19-Nov-19
8044,Agra,Samsabad,Potato,Local,FAQ,700,900,800,18-Nov-19
8045,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,17-Nov-19
8046,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,16-Nov-19
8047,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,14-Nov-19
8048,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,13-Nov-19
8049,Agra,Samsabad,Potato,Local,FAQ,700,900,800,12-Nov-19
8050,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,11-Nov-19
8051,Agra,Samsabad,Potato,Local,FAQ,700,900,800,10-Nov-19
8052,Agra,Samsabad,Potato,Local,FAQ,700,900,800,9-Nov-19
8053,Agra,Samsabad,Potato,Local,FAQ,850,1200,1000,8-Nov-19
8054,Agra,Samsabad,Potato,Local,FAQ,800,1000,900,7-Nov-19
8055,Agra,Samsabad,Potato,Local,FAQ,850,1200,1000,6-Nov-19
8056,Agra,Samsabad,Potato,Local,FAQ,700,900,800,4-Nov-19
8057,Agra,Samsabad,Potato,Local,FAQ,700,900,800,3-Nov-19
8058,Agra,Samsabad,Potato,Local,FAQ,700,900,800,2-Nov-19
8059,Agra,Samsabad,Potato,Local,FAQ,700,900,800,31-Oct-19
8060,Agra,Samsabad,Potato,Local,FAQ,700,900,800,30-Oct-19
8061,Agra,Samsabad,Potato,Local,FAQ,700,900,800,29-Oct-19
8062,Agra,Samsabad,Potato,Local,FAQ,700,900,800,28-Oct-19
8063,Agra,Samsabad,Potato,Local,FAQ,700,900,800,27-Oct-19
8064,Agra,Samsabad,Potato,Local,FAQ,700,900,800,26-Oct-19
8065,Agra,Samsabad,Potato,Local,FAQ,700,900,800,25-Oct-19
8066,Agra,Samsabad,Potato,Local,FAQ,700,900,800,24-Oct-19
8067,Agra,Samsabad,Potato,Local,FAQ,750,900,800,23-Oct-19
8068,Agra,Samsabad,Potato,Local,FAQ,600,800,700,22-Oct-19
8069,Agra,Samsabad,Potato,Local,FAQ,600,800,700,21-Oct-19
8070,Agra,Samsabad,Potato,Local,FAQ,600,800,700,20-Oct-19
8071,Agra,Samsabad,Potato,Local,FAQ,550,700,600,19-Oct-19
8072,Agra,Samsabad,Potato,Local,FAQ,600,800,700,17-Oct-19
8073,Agra,Samsabad,Potato,Local,FAQ,650,800,700,16-Oct-19
8074,Agra,Samsabad,Potato,Local,FAQ,600,750,700,15-Oct-19
8075,Agra,Samsabad,Potato,Local,FAQ,550,800,700,14-Oct-19
8076,Agra,Samsabad,Potato,Local,FAQ,550,700,600,13-Oct-19
8077,Agra,Samsabad,Potato,Local,FAQ,550,700,600,12-Oct-19
8078,Agra,Samsabad,Potato,Local,FAQ,550,700,600,11-Oct-19
8079,Agra,Samsabad,Potato,Local,FAQ,550,700,600,10-Oct-19
8080,Agra,Samsabad,Potato,Local,FAQ,550,700,600,9-Oct-19
8081,Agra,Samsabad,Potato,Local,FAQ,500,700,600,8-Oct-19
8082,Agra,Samsabad,Potato,Local,FAQ,550,700,650,7-Oct-19
8083,Agra,Samsabad,Potato,Local,FAQ,550,700,600,6-Oct-19
8084,Agra,Samsabad,Potato,Local,FAQ,550,700,600,5-Oct-19
8085,Agra,Samsabad,Potato,Local,FAQ,550,700,600,3-Oct-19
8086,Agra,Samsabad,Potato,Local,FAQ,550,700,600,2-Oct-19
8087,Agra,Samsabad,Potato,Local,FAQ,550,700,600,1-Oct-19
8088,Agra,Samsabad,Potato,Local,FAQ,700,750,720,29-Sep-19
8089,Agra,Samsabad,Potato,Local,FAQ,700,760,730,28-Sep-19
8090,Agra,Samsabad,Potato,Local,FAQ,700,760,730,26-Sep-19
8091,Agra,Samsabad,Potato,Local,FAQ,650,750,700,25-Sep-19
8092,Agra,Samsabad,Potato,Local,FAQ,600,700,650,24-Sep-19
8093,Agra,Samsabad,Potato,Local,FAQ,550,700,600,23-Sep-19
8094,Agra,Samsabad,Potato,Local,FAQ,500,700,600,22-Sep-19
8095,Agra,Samsabad,Potato,Local,FAQ,550,700,600,21-Sep-19
8096,Agra,Samsabad,Potato,Local,FAQ,550,700,600,19-Sep-19
8097,Agra,Samsabad,Potato,Local,FAQ,600,700,650,18-Sep-19
8098,Agra,Samsabad,Potato,Local,FAQ,550,700,600,17-Sep-19
8099,Agra,Samsabad,Potato,Local,FAQ,550,700,600,16-Sep-19
8100,Agra,Samsabad,Potato,Local,FAQ,550,700,600,15-Sep-19
8101,Agra,Samsabad,Potato,Local,FAQ,500,700,600,14-Sep-19
8102,Agra,Samsabad,Potato,Local,FAQ,500,700,600,12-Sep-19
8103,Agra,Samsabad,Potato,Local,FAQ,500,700,600,11-Sep-19
8104,Agra,Samsabad,Potato,Local,FAQ,500,700,600,10-Sep-19
8105,Agra,Samsabad,Potato,Local,FAQ,500,700,600,9-Sep-19
8106,Agra,Samsabad,Potato,Local,FAQ,500,700,600,8-Sep-19
8107,Agra,Samsabad,Potato,Local,FAQ,500,700,600,7-Sep-19
8108,Agra,Samsabad,Potato,Local,FAQ,500,700,600,5-Sep-19
8109,Agra,Samsabad,Potato,Local,FAQ,500,700,600,4-Sep-19
8110,Agra,Samsabad,Potato,Local,FAQ,500,700,600,3-Sep-19
8111,Agra,Samsabad,Potato,Local,FAQ,500,700,600,2-Sep-19
8112,Agra,Samsabad,Potato,Local,FAQ,500,700,600,1-Sep-19
8113,Agra,Samsabad,Potato,Local,FAQ,500,700,600,31-Aug-19
8114,Agra,Samsabad,Potato,Local,FAQ,500,600,600,29-Aug-19
8115,Agra,Samsabad,Potato,Local,FAQ,500,700,600,28-Aug-19
8116,Agra,Samsabad,Potato,Local,FAQ,500,700,600,27-Aug-19
8117,Agra,Samsabad,Potato,Local,FAQ,500,700,600,26-Aug-19
8118,Agra,Samsabad,Potato,Local,FAQ,500,700,600,25-Aug-19
8119,Agra,Samsabad,Potato,Local,FAQ,500,700,600,24-Aug-19
8120,Agra,Samsabad,Potato,Local,FAQ,500,700,600,22-Aug-19
8121,Agra,Samsabad,Potato,Local,FAQ,500,700,600,21-Aug-19
8122,Agra,Samsabad,Potato,Local,FAQ,500,650,600,20-Aug-19
8123,Agra,Samsabad,Potato,Local,FAQ,500,700,600,19-Aug-19
8124,Agra,Samsabad,Potato,Local,FAQ,500,700,600,18-Aug-19
8125,Agra,Samsabad,Potato,Local,FAQ,500,700,600,17-Aug-19
8126,Agra,Samsabad,Potato,Local,FAQ,500,700,600,15-Aug-19
8127,Agra,Samsabad,Potato,Local,FAQ,500,650,600,14-Aug-19
8128,Agra,Samsabad,Potato,Local,FAQ,500,650,600,13-Aug-19
8129,Agra,Samsabad,Potato,Local,FAQ,500,650,600,12-Aug-19
8130,Agra,Samsabad,Potato,Local,FAQ,500,650,600,11-Aug-19
8131,Agra,Samsabad,Potato,Local,FAQ,500,650,600,10-Aug-19
8132,Agra,Samsabad,Potato,Local,FAQ,500,650,600,8-Aug-19
8133,Agra,Samsabad,Potato,Local,FAQ,500,700,600,7-Aug-19
8134,Agra,Samsabad,Potato,Local,FAQ,500,700,600,6-Aug-19
8135,Agra,Samsabad,Potato,Local,FAQ,500,700,600,5-Aug-19
8136,Agra,Samsabad,Potato,Local,FAQ,500,700,600,4-Aug-19
8137,Agra,Samsabad,Potato,Local,FAQ,500,700,600,3-Aug-19
8138,Agra,Samsabad,Potato,Local,FAQ,500,700,600,1-Aug-19
8139,Agra,Samsabad,Potato,Local,FAQ,500,700,600,31-Jul-19
8140,Agra,Samsabad,Potato,Local,FAQ,500,700,600,30-Jul-19
8141,Agra,Samsabad,Potato,Local,FAQ,500,700,600,29-Jul-19
8142,Agra,Samsabad,Potato,Local,FAQ,500,700,600,28-Jul-19
8143,Agra,Samsabad,Potato,Local,FAQ,500,700,600,27-Jul-19
8144,Agra,Samsabad,Potato,Local,FAQ,500,700,600,25-Jul-19
8145,Agra,Samsabad,Potato,Local,FAQ,500,700,600,24-Jul-19
8146,Agra,Samsabad,Potato,Local,FAQ,500,700,600,23-Jul-19
8147,Agra,Samsabad,Potato,Local,FAQ,500,700,600,22-Jul-19
8148,Agra,Samsabad,Potato,Local,FAQ,500,700,600,21-Jul-19
8149,Agra,Samsabad,Potato,Local,FAQ,550,650,600,20-Jul-19
8150,Agra,Samsabad,Potato,Local,FAQ,575,700,600,17-Jul-19
8151,Agra,Samsabad,Potato,Local,FAQ,575,700,600,16-Jul-19
8152,Agra,Samsabad,Potato,Local,FAQ,575,700,600,15-Jul-19
8153,Agra,Samsabad,Potato,Local,FAQ,575,700,600,14-Jul-19
8154,Agra,Samsabad,Potato,Local,FAQ,575,700,600,13-Jul-19
8155,Agra,Samsabad,Potato,Local,FAQ,575,700,600,11-Jul-19
8156,Agra,Samsabad,Potato,Local,FAQ,575,700,600,10-Jul-19
8157,Agra,Samsabad,Potato,Local,FAQ,575,700,600,9-Jul-19
8158,Agra,Samsabad,Potato,Local,FAQ,500,700,600,8-Jul-19
8159,Agra,Samsabad,Potato,Local,FAQ,600,700,650,7-Jul-19
8160,Agra,Samsabad,Potato,Local,FAQ,600,700,650,6-Jul-19
8161,Agra,Samsabad,Potato,Local,FAQ,600,700,650,4-Jul-19
8162,Agra,Samsabad,Potato,Local,FAQ,600,700,650,3-Jul-19
8163,Agra,Samsabad,Potato,Local,FAQ,600,700,650,2-Jul-19
8164,Agra,Samsabad,Potato,Local,FAQ,600,700,650,1-Jul-19
8165,Agra,Samsabad,Potato,Local,FAQ,600,700,650,30-Jun-19
8166,Agra,Samsabad,Potato,Local,FAQ,600,700,650,29-Jun-19
8167,Agra,Samsabad,Potato,Local,FAQ,600,700,650,27-Jun-19
8168,Agra,Samsabad,Potato,Local,FAQ,600,700,650,26-Jun-19
8169,Agra,Samsabad,Potato,Local,FAQ,600,700,650,25-Jun-19
8170,Agra,Samsabad,Potato,Local,FAQ,600,700,650,24-Jun-19
8171,Agra,Samsabad,Potato,Local,FAQ,675,800,700,23-Jun-19
8172,Agra,Samsabad,Potato,Local,FAQ,675,750,700,22-Jun-19
8173,Agra,Samsabad,Potato,Local,FAQ,675,750,700,20-Jun-19
8174,Agra,Samsabad,Potato,Local,FAQ,675,750,700,19-Jun-19
8175,Agra,Samsabad,Potato,Local,FAQ,675,750,700,18-Jun-19
8176,Agra,Samsabad,Potato,Local,FAQ,675,750,700,17-Jun-19
8177,Agra,Samsabad,Potato,Local,FAQ,675,750,700,16-Jun-19
8178,Agra,Samsabad,Potato,Local,FAQ,675,750,700,15-Jun-19
8179,Agra,Samsabad,Potato,Local,FAQ,675,750,700,13-Jun-19
8180,Agra,Samsabad,Potato,Local,FAQ,675,750,700,12-Jun-19
8181,Agra,Samsabad,Potato,Local,FAQ,675,750,700,11-Jun-19
8182,Agra,Samsabad,Potato,Local,FAQ,675,750,700,10-Jun-19
8183,Agra,Samsabad,Potato,Local,FAQ,675,750,700,9-Jun-19
8184,Agra,Samsabad,Potato,Local,FAQ,675,750,700,8-Jun-19
8185,Agra,Samsabad,Potato,Local,FAQ,675,750,700,6-Jun-19
8186,Agra,Samsabad,Potato,Local,FAQ,675,750,700,5-Jun-19
8187,Agra,Samsabad,Potato,Local,FAQ,675,750,700,4-Jun-19
8188,Agra,Samsabad,Potato,Local,FAQ,675,750,700,3-Jun-19
8189,Agra,Samsabad,Potato,Local,FAQ,675,750,700,2-Jun-19
8190,Agra,Samsabad,Potato,Local,FAQ,675,750,700,1-Jun-19
8191,Agra,Samsabad,Potato,Local,FAQ,675,700,700,30-May-19
8192,Agra,Samsabad,Potato,Local,FAQ,675,750,700,29-May-19
8193,Agra,Samsabad,Potato,Local,FAQ,675,750,700,28-May-19
8194,Agra,Samsabad,Potato,Local,FAQ,675,750,700,27-May-19
8195,Agra,Samsabad,Potato,Local,FAQ,675,750,700,25-May-19
8196,Agra,Samsabad,Potato,Local,FAQ,675,750,700,23-May-19
8197,Agra,Samsabad,Potato,Local,FAQ,675,750,700,22-May-19
8198,Agra,Samsabad,Potato,Local,FAQ,675,750,700,21-May-19
8199,Agra,Samsabad,Potato,Local,FAQ,700,800,700,20-May-19
8200,Agra,Samsabad,Potato,Local,FAQ,650,800,700,19-May-19
8201,Agra,Samsabad,Potato,Local,FAQ,800,900,800,18-May-19
8202,Agra,Samsabad,Potato,Local,FAQ,800,900,800,16-May-19
8203,Agra,Samsabad,Potato,Local,FAQ,800,850,800,15-May-19
8204,Agra,Samsabad,Potato,Local,FAQ,800,850,800,14-May-19
8205,Agra,Samsabad,Potato,Local,FAQ,700,800,750,13-May-19
8206,Agra,Samsabad,Potato,Local,FAQ,700,900,800,12-May-19
8207,Agra,Samsabad,Potato,Local,FAQ,700,800,750,11-May-19
8208,Agra,Samsabad,Potato,Local,FAQ,590,650,600,10-May-19
8209,Agra,Samsabad,Potato,Local,FAQ,700,850,800,9-May-19
8210,Agra,Samsabad,Potato,Local,FAQ,700,900,800,8-May-19
8211,Agra,Samsabad,Potato,Local,FAQ,700,850,800,7-May-19
8212,Agra,Samsabad,Potato,Local,FAQ,700,800,750,6-May-19
8213,Agra,Samsabad,Potato,Local,FAQ,700,800,750,5-May-19
8214,Agra,Samsabad,Potato,Local,FAQ,700,800,750,4-May-19
8215,Agra,Samsabad,Potato,Local,FAQ,700,800,750,3-May-19
8216,Agra,Samsabad,Potato,Local,FAQ,700,800,750,2-May-19
8217,Agra,Samsabad,Potato,Local,FAQ,700,800,750,1-May-19
8218,Agra,Samsabad,Potato,Local,FAQ,700,800,750,30-Apr-19
8219,Agra,Samsabad,Potato,Local,FAQ,700,800,750,29-Apr-19
8220,Agra,Samsabad,Potato,Local,FAQ,700,800,750,28-Apr-19
8221,Agra,Samsabad,Potato,Local,FAQ,700,800,750,27-Apr-19
8222,Agra,Samsabad,Potato,Local,FAQ,700,800,750,25-Apr-19
8223,Agra,Samsabad,Potato,Local,FAQ,600,850,750,24-Apr-19
8224,Agra,Samsabad,Potato,Local,FAQ,600,850,750,23-Apr-19
8225,Agra,Samsabad,Potato,Local,FAQ,600,850,750,22-Apr-19
8226,Agra,Samsabad,Potato,Local,FAQ,600,850,750,21-Apr-19
8227,Agra,Samsabad,Potato,Local,FAQ,590,650,600,20-Apr-19
8228,Agra,Samsabad,Potato,Local,FAQ,590,650,600,19-Apr-19
8229,Agra,Samsabad,Potato,Local,FAQ,590,650,600,17-Apr-19
8230,Agra,Samsabad,Potato,Local,FAQ,590,650,600,16-Apr-19
8231,Agra,Samsabad,Potato,Local,FAQ,580,700,600,15-Apr-19
8232,Agra,Samsabad,Potato,Local,FAQ,590,650,600,14-Apr-19
8233,Agra,Samsabad,Potato,Local,FAQ,590,650,600,13-Apr-19
8234,Agra,Samsabad,Potato,Local,FAQ,590,650,600,11-Apr-19
8235,Agra,Samsabad,Potato,Local,FAQ,590,650,600,10-Apr-19
8236,Agra,Samsabad,Potato,Local,FAQ,550,800,600,9-Apr-19
8237,Agra,Samsabad,Potato,Local,FAQ,550,700,600,8-Apr-19
8238,Agra,Samsabad,Potato,Local,FAQ,550,700,600,7-Apr-19
8239,Agra,Samsabad,Potato,Local,FAQ,550,800,600,6-Apr-19
8240,Agra,Samsabad,Potato,Local,FAQ,550,700,600,4-Apr-19
8241,Agra,Samsabad,Potato,Local,FAQ,550,700,600,3-Apr-19
8242,Agra,Samsabad,Potato,Local,FAQ,550,700,600,2-Apr-19
8243,Agra,Samsabad,Potato,Local,FAQ,550,700,600,1-Apr-19
8244,Agra,Samsabad,Potato,Local,FAQ,550,750,600,31-Mar-19
8245,Agra,Samsabad,Potato,Local,FAQ,550,700,600,30-Mar-19
8246,Agra,Samsabad,Potato,Local,FAQ,550,700,600,28-Mar-19
8247,Agra,Samsabad,Potato,Local,FAQ,500,650,600,27-Mar-19
8248,Agra,Samsabad,Potato,Local,FAQ,500,650,600,26-Mar-19
8249,Agra,Samsabad,Potato,Local,FAQ,500,650,600,25-Mar-19
8250,Agra,Samsabad,Potato,Local,FAQ,500,650,600,24-Mar-19
8251,Agra,Samsabad,Potato,Local,FAQ,500,650,600,23-Mar-19
8252,Agra,Samsabad,Potato,Local,FAQ,500,650,600,21-Mar-19
8253,Agra,Samsabad,Potato,Local,FAQ,500,650,600,20-Mar-19
8254,Agra,Samsabad,Potato,Local,FAQ,500,650,600,19-Mar-19
8255,Agra,Samsabad,Potato,Local,FAQ,500,650,600,14-Mar-19
8256,Agra,Samsabad,Potato,Local,FAQ,450,600,560,13-Mar-19
8257,Agra,Samsabad,Potato,Local,FAQ,450,600,550,12-Mar-19
8258,Agra,Samsabad,Potato,Local,FAQ,450,600,550,11-Mar-19
8259,Agra,Samsabad,Potato,Local,FAQ,450,600,550,10-Mar-19
8260,Agra,Samsabad,Potato,Local,FAQ,450,600,550,9-Mar-19
8261,Agra,Samsabad,Potato,Local,FAQ,450,600,550,7-Mar-19
8262,Agra,Samsabad,Potato,Local,FAQ,450,600,500,6-Mar-19
8263,Agra,Samsabad,Potato,Local,FAQ,500,600,550,5-Mar-19
8264,Agra,Samsabad,Potato,Local,FAQ,450,550,500,4-Mar-19
8265,Agra,Samsabad,Potato,Local,FAQ,450,550,500,3-Mar-19
8266,Agra,Samsabad,Potato,Local,FAQ,450,600,500,2-Mar-19
8267,Agra,Samsabad,Potato,Local,FAQ,450,550,500,28-Feb-19
8268,Agra,Samsabad,Potato,Local,FAQ,450,550,500,27-Feb-19
8269,Agra,Samsabad,Potato,Local,FAQ,400,500,450,26-Feb-19
8270,Agra,Samsabad,Potato,Local,FAQ,400,500,450,25-Feb-19
8271,Agra,Samsabad,Potato,Local,FAQ,400,500,450,24-Feb-19
8272,Agra,Samsabad,Potato,Local,FAQ,400,500,450,23-Feb-19
8273,Agra,Samsabad,Potato,Local,FAQ,400,500,450,21-Feb-19
8274,Agra,Samsabad,Potato,Local,FAQ,400,500,450,20-Feb-19
8275,Agra,Samsabad,Potato,Local,FAQ,400,500,450,19-Feb-19
8276,Agra,Samsabad,Potato,Local,FAQ,400,500,450,18-Feb-19
8277,Agra,Samsabad,Potato,Local,FAQ,400,500,450,17-Feb-19
8278,Agra,Samsabad,Potato,Local,FAQ,400,500,450,16-Feb-19
8279,Agra,Samsabad,Potato,Local,FAQ,400,500,450,14-Feb-19
8280,Agra,Samsabad,Potato,Local,FAQ,400,500,450,13-Feb-19
8281,Agra,Samsabad,Potato,Local,FAQ,400,500,450,12-Feb-19
8282,Agra,Samsabad,Potato,Local,FAQ,400,500,450,11-Feb-19
8283,Agra,Samsabad,Potato,Local,FAQ,400,500,450,10-Feb-19
8284,Agra,Samsabad,Potato,Local,FAQ,400,500,450,9-Feb-19
8285,Agra,Samsabad,Potato,Local,FAQ,400,500,450,7-Feb-19
8286,Agra,Samsabad,Potato,Local,FAQ,400,500,450,6-Feb-19
8287,Agra,Samsabad,Potato,Local,FAQ,375,500,400,5-Feb-19
8288,Agra,Samsabad,Potato,Local,FAQ,300,500,400,4-Feb-19
8289,Agra,Samsabad,Potato,Local,FAQ,350,450,400,2-Feb-19
8290,Agra,Samsabad,Potato,Local,FAQ,350,450,400,31-Jan-19
8291,Agra,Samsabad,Potato,Local,FAQ,350,450,400,30-Jan-19
8292,Agra,Samsabad,Potato,Local,FAQ,350,450,400,29-Jan-19
8293,Agra,Samsabad,Potato,Local,FAQ,350,450,400,28-Jan-19
8294,Agra,Samsabad,Potato,Local,FAQ,350,450,400,27-Jan-19
8295,Agra,Samsabad,Potato,Local,FAQ,350,450,400,26-Jan-19
8296,Agra,Samsabad,Potato,Local,FAQ,350,450,400,24-Jan-19
8297,Agra,Samsabad,Potato,Local,FAQ,350,450,400,23-Jan-19
8298,Agra,Samsabad,Potato,Local,FAQ,350,450,400,22-Jan-19
8299,Agra,Samsabad,Potato,Local,FAQ,350,450,400,21-Jan-19
8300,Agra,Samsabad,Potato,Local,FAQ,350,450,400,20-Jan-19
8301,Agra,Samsabad,Potato,Local,FAQ,350,450,400,19-Jan-19
8302,Agra,Samsabad,Potato,Local,FAQ,350,450,400,17-Jan-19
8303,Agra,Samsabad,Potato,Local,FAQ,350,450,400,16-Jan-19
8304,Agra,Samsabad,Potato,Local,FAQ,350,450,400,15-Jan-19
8305,Agra,Samsabad,Potato,Local,FAQ,350,450,400,14-Jan-19
8306,Agra,Samsabad,Potato,Local,FAQ,350,450,400,13-Jan-19
8307,Agra,Samsabad,Potato,Local,FAQ,350,450,400,12-Jan-19
8308,Agra,Samsabad,Potato,Local,FAQ,350,450,400,11-Jan-19
8309,Agra,Samsabad,Potato,Local,FAQ,350,450,400,10-Jan-19
8310,Agra,Samsabad,Potato,Local,FAQ,350,450,400,9-Jan-19
8311,Agra,Samsabad,Potato,Local,FAQ,400,500,450,8-Jan-19
8312,Agra,Samsabad,Potato,Local,FAQ,400,500,450,7-Jan-19
8313,Agra,Samsabad,Potato,Local,FAQ,400,500,450,6-Jan-19
8314,Agra,Samsabad,Potato,Local,FAQ,400,500,450,5-Jan-19
8315,Agra,Samsabad,Potato,Local,FAQ,400,500,450,4-Jan-19
8316,Agra,Samsabad,Potato,Local,FAQ,400,500,450,3-Jan-19
8317,Agra,Samsabad,Potato,Local,FAQ,400,500,450,2-Jan-19
8318,Agra,Samsabad,Potato,Local,FAQ,400,500,450,1-Jan-19
8319,Agra,Samsabad,Potato,Local,FAQ,400,500,450,31-Dec-18
8320,Agra,Samsabad,Potato,Local,FAQ,400,500,450,29-Dec-18
8321,Agra,Samsabad,Potato,Local,FAQ,400,500,450,27-Dec-18
8322,Agra,Samsabad,Potato,Local,FAQ,400,500,450,26-Dec-18
8323,Agra,Samsabad,Potato,Local,FAQ,400,500,450,25-Dec-18
8324,Agra,Samsabad,Potato,Local,FAQ,400,500,450,24-Dec-18
8325,Agra,Samsabad,Potato,Local,FAQ,400,500,450,23-Dec-18
8326,Agra,Samsabad,Potato,Local,FAQ,400,500,450,22-Dec-18
8327,Agra,Samsabad,Potato,Local,FAQ,400,500,450,20-Dec-18
8328,Agra,Samsabad,Potato,Local,FAQ,400,500,450,19-Dec-18
8329,Agra,Samsabad,Potato,Local,FAQ,400,600,500,18-Dec-18
8330,Agra,Samsabad,Potato,Local,FAQ,400,600,500,17-Dec-18
8331,Agra,Samsabad,Potato,Local,FAQ,400,600,500,16-Dec-18
8332,Agra,Samsabad,Potato,Local,FAQ,400,600,500,15-Dec-18
8333,Agra,Samsabad,Potato,Local,FAQ,400,600,500,14-Dec-18
8334,Agra,Samsabad,Potato,Local,FAQ,400,600,500,13-Dec-18
8335,Agra,Samsabad,Potato,Local,FAQ,400,600,500,12-Dec-18
8336,Agra,Samsabad,Potato,Local,FAQ,400,600,500,11-Dec-18
8337,Agra,Samsabad,Potato,Local,FAQ,400,600,500,10-Dec-18
8338,Agra,Samsabad,Potato,Local,FAQ,400,600,500,9-Dec-18
8339,Agra,Samsabad,Potato,Local,FAQ,400,600,500,8-Dec-18
8340,Agra,Samsabad,Potato,Local,FAQ,400,600,500,6-Dec-18
8341,Agra,Samsabad,Potato,Local,FAQ,400,600,500,5-Dec-18
8342,Agra,Samsabad,Potato,Local,FAQ,600,800,700,4-Dec-18
